,overall,value_eur,age,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
3132,72,1900000.0,32,5,4,66.0,69.0,70.0,71.0,59.0,63,69,60,73,65,72,65,74,72,74,69,64,68,69,65,68,52,59,65,71,70,62,73,72,66,66,59,57,54,13,13,11,15,10
3133,72,1100000.0,33,3,2,43.0,44.0,51.0,51.0,72.0,40,40,80,56,33,51,48,37,54,56,42,44,30,65,32,48,71,79,89,50,83,71,27,55,58,58,70,71,71,11,12,12,13,7
3134,72,750000.0,34,2,2,35.0,53.0,54.0,56.0,74.0,39,53,78,67,62,56,39,52,69,61,34,35,32,67,34,64,61,67,84,41,73,71,53,41,51,76,73,76,71,12,12,12,8,7
3135,72,1500000.0,33,4,3,62.0,72.0,63.0,69.0,35.0,62,72,78,67,75,69,66,56,55,70,60,63,65,76,62,73,85,58,86,70,75,15,73,62,78,74,42,31,19,10,11,11,6,8
3136,72,1400000.0,33,4,4,70.0,69.0,74.0,79.0,64.0,72,62,61,75,72,80,82,73,74,79,72,68,78,68,81,79,68,67,62,72,73,64,65,74,71,83,67,63,58,14,13,8,16,6
3137,72,450000.0,36,3,2,67.0,52.0,63.0,65.0,69.0,40,42,44,74,48,55,52,59,69,73,72,62,75,60,80,70,81,74,65,52,80,72,60,65,59,75,65,76,78,9,5,11,6,6
3138,72,425000.0,36,2,2,39.0,52.0,55.0,53.0,72.0,47,49,72,60,55,49,53,50,59,53,47,33,57,69,48,62,90,69,88,55,79,71,39,53,46,70,70,73,72,16,6,16,15,16
3139,72,625000.0,35,3,2,46.0,48.0,53.0,58.0,71.0,36,45,71,63,39,56,43,55,66,60,39,51,50,70,53,70,70,56,88,41,77,71,24,44,48,73,72,71,70,5,3,5,5,3
3140,72,1600000.0,32,3,3,57.0,70.0,71.0,69.0,69.0,70,68,67,72,71,69,70,67,72,72,54,60,59,67,63,74,68,82,74,70,63,72,68,69,66,74,70,67,65,12,15,8,11,14
3141,72,1600000.0,31,2,2,52.0,39.0,57.0,54.0,72.0,47,34,71,65,40,46,35,26,62,60,53,52,60,67,59,62,72,67,83,30,84,70,43,62,27,67,71,75,70,16,9,9,14,13
3142,72,800000.0,34,4,2,58.0,67.0,68.0,68.0,71.0,66,64,70,71,69,66,69,62,68,71,61,55,65,71,73,71,81,74,70,71,68,73,68,66,62,70,70,72,68,6,15,14,15,6
3143,72,1600000.0,31,2,2,38.0,25.0,46.0,36.0,74.0,27,20,73,65,16,24,22,25,65,48,36,39,30,66,34,43,73,51,77,22,81,72,22,31,28,54,74,75,74,6,16,12,8,12
3144,72,1600000.0,32,3,2,59.0,64.0,72.0,72.0,72.0,72,58,69,75,63,73,73,69,70,74,64,55,66,68,77,77,68,61,66,67,73,73,69,67,55,69,73,73,71,13,9,7,15,7
3145,72,1700000.0,31,3,3,78.0,54.0,62.0,68.0,69.0,71,50,60,63,25,67,62,46,59,67,80,77,75,68,68,71,72,76,75,58,64,69,56,58,34,67,71,71,70,12,9,11,15,6
3146,72,1900000.0,32,3,4,71.0,69.0,69.0,77.0,32.0,68,66,32,70,66,79,75,71,69,75,75,67,80,66,77,74,73,53,44,70,47,33,72,67,70,78,26,38,30,8,15,14,7,12
3147,72,1900000.0,30,2,2,43.0,41.0,48.0,41.0,72.0,36,33,77,58,22,30,33,39,61,48,35,49,33,68,50,70,40,69,90,35,83,71,37,38,40,72,70,73,72,16,7,12,16,10
3148,72,1900000.0,32,3,2,50.0,72.0,53.0,59.0,33.0,36,73,78,67,70,58,46,34,45,68,48,52,34,76,34,75,73,72,88,65,56,28,83,59,69,73,31,27,24,12,15,16,10,16
3149,72,1200000.0,31,2,1,69.0,54.0,58.0,64.0,56.0,14,11,17,30,13,14,11,11,28,23,59,59,33,68,44,52,80,39,66,13,37,24,17,44,21,58,15,12,17,72,70,69,73,72
3150,72,625000.0,35,3,2,38.0,52.0,59.0,60.0,70.0,58,55,80,68,60,58,57,46,65,62,42,35,56,70,45,64,88,76,86,27,76,67,46,45,83,73,68,70,73,9,8,16,14,6
3151,72,1900000.0,31,3,3,50.0,68.0,71.0,68.0,70.0,68,66,65,75,64,65,63,57,74,73,51,50,62,74,67,71,64,66,65,73,73,71,70,71,61,76,70,70,68,6,15,14,15,6
3152,72,1900000.0,32,4,3,63.0,74.0,51.0,69.0,25.0,35,76,75,62,63,67,67,68,39,73,67,59,62,73,64,77,53,55,72,72,50,26,75,48,67,70,18,17,16,15,10,7,11,16
3153,72,1200000.0,31,2,1,69.0,54.0,58.0,64.0,56.0,8,15,9,28,7,14,9,4,25,19,36,42,55,70,35,48,71,31,61,6,11,15,10,48,22,62,20,10,10,73,68,64,70,76
3154,72,1700000.0,31,2,3,74.0,57.0,68.0,72.0,69.0,70,51,65,72,47,71,66,52,65,72,73,74,76,72,74,67,71,69,67,59,72,71,68,65,63,72,70,69,69,6,11,8,9,15
3155,72,1900000.0,31,4,3,53.0,66.0,73.0,72.0,70.0,64,60,61,76,69,71,72,69,77,73,60,48,67,75,76,75,52,50,67,71,74,72,68,76,53,77,69,71,70,12,6,8,9,12
3156,72,2300000.0,29,3,3,69.0,73.0,58.0,71.0,30.0,59,75,70,68,72,71,69,51,25,74,67,70,70,68,65,73,70,65,71,69,41,35,75,63,72,70,38,11,12,14,12,11,11,7
3157,72,1900000.0,30,3,2,53.0,27.0,49.0,50.0,72.0,39,24,73,65,23,44,33,34,53,60,52,53,34,63,40,36,61,68,90,20,78,69,25,38,46,66,72,74,72,6,10,14,10,7
3158,72,1900000.0,31,4,4,61.0,74.0,73.0,75.0,34.0,74,68,61,75,77,73,79,79,69,77,60,61,74,67,90,82,68,53,66,80,64,34,70,70,73,70,20,38,34,14,11,8,15,13
3159,72,1900000.0,32,3,3,68.0,71.0,66.0,70.0,45.0,60,72,77,71,73,69,69,49,63,73,67,68,65,72,64,74,67,73,79,66,72,43,72,69,72,72,47,38,32,7,10,10,10,9
3160,72,1200000.0,33,3,3,53.0,66.0,70.0,70.0,69.0,66,61,66,74,65,70,67,67,70,74,51,55,60,70,61,71,62,69,70,72,80,72,69,70,60,70,68,70,66,15,13,11,13,13
3161,72,1600000.0,30,4,1,69.0,54.0,58.0,64.0,56.0,11,11,22,36,15,16,25,13,23,19,32,34,47,68,41,53,67,45,73,14,27,19,11,60,39,52,15,13,14,72,70,70,76,68
3162,72,2200000.0,30,3,3,65.0,67.0,73.0,71.0,68.0,70,65,53,74,64,67,72,75,73,74,64,66,72,73,74,72,64,78,66,71,82,65,68,74,51,76,73,70,63,7,16,7,9,14
3163,72,850000.0,34,2,3,72.0,57.0,67.0,67.0,72.0,67,50,70,70,52,62,65,55,65,70,70,73,73,68,74,68,86,75,64,62,70,72,62,65,60,65,73,72,66,11,9,7,9,8
3164,72,1600000.0,31,2,2,47.0,48.0,53.0,56.0,72.0,44,41,72,64,45,52,39,42,57,61,52,42,46,66,54,63,70,71,90,52,75,71,40,46,50,70,74,72,69,11,6,10,16,14
3165,72,1500000.0,32,3,2,67.0,41.0,58.0,46.0,72.0,51,30,73,62,38,33,72,62,64,63,68,66,37,66,43,71,75,60,80,36,75,75,25,51,68,66,69,73,71,11,6,6,13,7
3166,72,2300000.0,29,4,4,71.0,72.0,74.0,73.0,46.0,74,68,54,73,73,74,76,76,75,74,74,69,68,67,71,75,72,68,71,76,58,52,70,72,75,76,37,50,41,8,11,7,10,13
3167,72,2400000.0,28,3,3,86.0,70.0,61.0,74.0,36.0,61,70,61,67,67,73,68,53,51,73,87,86,85,69,83,77,89,81,74,67,71,38,74,56,59,62,39,29,19,15,6,9,7,15
3168,72,1500000.0,32,3,2,42.0,35.0,56.0,49.0,71.0,59,27,77,62,28,44,35,25,65,59,34,48,31,69,32,58,90,78,86,34,82,70,23,51,46,67,71,69,69,12,16,8,14,7
3169,72,975000.0,30,3,4,84.0,67.0,65.0,71.0,63.0,71,70,52,70,68,71,45,39,69,70,78,89,70,72,72,69,59,77,65,61,67,65,65,58,50,73,61,66,64,12,12,8,11,16
3170,72,1600000.0,32,3,3,70.0,59.0,69.0,69.0,68.0,74,54,64,67,56,69,77,77,64,66,72,69,74,72,74,63,76,73,62,60,71,67,66,65,88,67,73,65,70,9,11,16,14,6
3171,72,1200000.0,31,3,1,69.0,54.0,58.0,64.0,56.0,11,14,13,23,11,11,15,11,22,20,48,43,41,65,31,51,63,32,65,15,32,18,14,18,17,36,18,14,14,72,70,68,73,73
3172,72,1900000.0,32,3,5,76.0,68.0,66.0,76.0,34.0,69,65,69,68,53,79,65,49,63,75,75,77,75,70,67,80,85,66,79,67,76,31,72,65,65,73,29,34,17,8,9,12,14,6
3173,72,1200000.0,31,2,1,69.0,54.0,58.0,64.0,56.0,13,11,13,24,8,18,11,18,28,22,43,41,36,62,40,44,71,34,60,6,32,18,11,35,22,64,20,12,13,74,70,58,74,76
3174,72,1700000.0,31,2,3,82.0,40.0,64.0,64.0,68.0,71,26,66,65,28,65,56,53,65,66,80,84,58,70,49,69,68,78,74,39,68,68,53,57,44,70,68,68,69,6,14,10,11,7
3175,72,1900000.0,31,3,3,82.0,69.0,68.0,74.0,36.0,69,67,55,70,69,73,68,65,59,72,84,81,84,70,83,75,70,55,61,69,66,42,69,69,68,69,24,39,28,11,10,9,11,9
3176,72,1500000.0,33,4,4,75.0,64.0,69.0,72.0,56.0,70,64,55,71,62,72,73,69,66,71,76,75,82,64,77,66,59,86,76,62,85,52,72,67,59,65,58,59,52,16,7,11,8,11
3177,72,1100000.0,34,2,3,38.0,68.0,76.0,73.0,46.0,71,66,49,79,69,73,78,73,73,76,38,38,61,70,73,68,32,46,68,70,55,49,74,78,71,76,45,50,28,8,16,8,15,8
3178,72,2300000.0,30,5,3,79.0,69.0,60.0,70.0,23.0,62,71,71,67,60,72,52,42,52,73,74,83,69,65,54,79,77,65,85,60,26,27,70,57,61,57,12,15,19,7,8,12,7,9
3179,72,2400000.0,28,2,2,70.0,35.0,57.0,57.0,71.0,59,40,72,69,44,52,57,34,52,60,66,73,66,69,53,22,85,65,76,34,72,71,39,44,41,66,69,72,73,12,10,8,15,16
3180,72,2000000.0,30,4,3,75.0,54.0,69.0,73.0,70.0,70,43,59,73,59,71,57,60,67,72,74,76,77,71,83,72,76,63,63,56,81,71,68,66,60,73,71,70,71,12,10,11,15,6
3181,72,1900000.0,31,3,3,72.0,67.0,72.0,74.0,38.0,75,62,50,74,60,73,73,69,65,73,73,72,77,72,78,77,52,80,65,69,57,40,74,73,61,72,38,33,35,10,10,12,15,14
3182,72,1100000.0,33,3,2,39.0,35.0,49.0,56.0,73.0,36,29,75,67,38,47,35,43,59,65,33,43,66,63,48,54,80,67,81,34,80,70,28,30,30,66,73,75,68,6,7,8,10,7
3183,72,1800000.0,32,4,3,44.0,66.0,78.0,72.0,55.0,75,64,53,81,61,72,77,70,77,78,46,42,60,73,60,66,49,43,58,72,55,60,60,78,70,66,58,52,46,12,12,10,9,7
3184,72,2300000.0,30,4,3,71.0,74.0,74.0,74.0,46.0,73,71,56,74,65,75,80,79,72,75,69,72,79,62,68,81,68,80,71,77,72,44,66,74,70,69,41,47,50,15,16,13,13,13
3185,72,2000000.0,30,3,2,78.0,56.0,61.0,62.0,72.0,47,51,69,69,46,57,51,52,63,65,68,86,67,68,59,69,90,78,80,57,83,72,51,62,57,70,73,71,75,8,9,16,8,7
3186,72,2500000.0,27,4,3,79.0,70.0,67.0,71.0,42.0,66,71,66,73,71,72,64,36,59,73,71,85,67,72,63,75,72,79,77,64,66,43,73,70,56,71,43,36,33,13,15,15,16,13
3187,72,1500000.0,33,3,3,60.0,73.0,65.0,68.0,41.0,62,74,73,68,69,67,56,43,64,71,64,56,61,73,68,79,81,72,86,66,79,56,75,69,67,70,26,39,25,13,9,7,7,13
3188,72,1500000.0,33,4,4,64.0,74.0,70.0,74.0,43.0,67,71,74,70,78,72,78,74,65,74,66,63,79,72,79,77,70,70,64,74,52,40,75,73,82,77,38,46,27,10,8,9,10,14
3189,72,650000.0,35,4,2,56.0,65.0,66.0,72.0,68.0,47,55,64,79,69,73,66,51,75,73,60,52,65,70,72,84,64,60,77,66,86,65,63,60,66,77,70,70,69,9,12,15,16,8
3190,72,850000.0,34,3,3,72.0,57.0,68.0,64.0,67.0,71,50,58,68,47,61,65,66,69,66,70,74,70,69,76,68,60,87,67,65,66,69,62,63,57,54,66,68,69,12,14,9,12,8
3191,72,2000000.0,31,3,2,52.0,72.0,54.0,66.0,33.0,39,76,74,67,65,64,38,33,40,72,54,51,61,70,51,79,91,79,88,57,64,26,78,64,78,73,28,30,25,7,13,16,12,8
3192,72,1700000.0,31,3,3,76.0,59.0,69.0,72.0,66.0,72,58,50,73,56,71,65,51,65,71,80,73,77,70,81,67,78,76,56,57,70,68,64,67,50,74,67,70,65,7,8,13,16,15
3193,72,1700000.0,31,2,3,73.0,57.0,65.0,69.0,72.0,66,49,63,65,59,67,66,70,62,70,73,73,73,70,74,62,79,69,67,72,72,74,62,65,37,73,72,73,71,16,12,6,8,10
3194,72,2000000.0,30,3,3,74.0,62.0,67.0,69.0,66.0,68,60,55,73,53,67,59,51,59,68,77,71,79,65,75,67,86,95,77,64,77,68,65,67,56,70,66,66,68,16,15,16,7,10
3195,72,1900000.0,28,2,1,69.0,54.0,58.0,64.0,56.0,11,11,12,40,11,11,12,11,25,22,53,47,37,67,59,53,56,39,61,11,22,22,16,42,41,30,12,12,11,73,70,70,70,72
3196,72,1900000.0,32,3,3,41.0,74.0,61.0,68.0,27.0,64,76,86,65,70,70,55,47,55,71,49,34,62,66,34,76,81,63,91,68,69,25,75,58,78,73,21,19,18,14,10,6,8,12
3197,72,2300000.0,29,3,3,69.0,60.0,70.0,73.0,61.0,57,58,55,78,62,70,65,51,75,75,68,69,79,69,78,60,42,77,70,66,68,58,62,73,57,76,66,63,52,12,11,6,15,6
3198,72,2300000.0,29,4,3,76.0,70.0,69.0,75.0,36.0,70,69,52,67,69,75,73,69,69,73,77,75,84,70,79,73,76,66,43,70,54,35,72,70,67,73,41,27,34,9,15,12,11,7
3199,72,2300000.0,29,4,4,68.0,66.0,73.0,75.0,33.0,70,66,40,75,68,75,74,69,70,76,71,66,76,69,79,64,64,70,52,65,43,46,70,74,81,72,31,29,21,13,14,14,15,10
3200,72,2200000.0,30,4,3,61.0,69.0,70.0,71.0,73.0,68,64,74,73,61,70,69,65,72,74,62,60,63,73,68,75,78,74,76,74,80,73,74,69,65,73,72,75,73,6,14,10,12,11
3201,72,2000000.0,29,3,2,41.0,47.0,49.0,48.0,72.0,38,40,79,60,30,45,37,33,60,55,40,42,32,62,36,62,87,63,84,49,83,72,58,41,45,57,68,73,71,9,11,16,8,12
3202,72,1600000.0,31,3,2,64.0,39.0,67.0,66.0,72.0,70,35,73,72,38,62,42,40,74,70,61,66,63,69,63,56,77,63,74,33,71,72,27,65,42,74,71,72,71,13,13,15,7,15
3203,72,2300000.0,30,3,3,72.0,62.0,68.0,73.0,73.0,73,56,60,70,59,75,69,52,61,76,66,76,66,74,53,75,61,72,74,64,71,73,74,66,53,68,74,76,71,12,15,12,11,10
3204,72,2000000.0,30,3,3,73.0,63.0,64.0,70.0,66.0,73,58,57,65,58,71,40,63,64,70,69,76,73,69,65,69,71,75,69,67,66,69,66,58,64,64,64,68,67,12,9,11,9,7
3205,72,1200000.0,31,2,1,69.0,54.0,58.0,64.0,56.0,11,13,11,31,11,21,18,18,21,32,51,53,54,71,58,46,47,34,76,11,16,24,18,48,43,60,12,14,13,73,65,61,73,75
3206,72,1200000.0,31,3,1,69.0,54.0,58.0,64.0,56.0,13,11,14,31,10,13,21,10,20,30,45,48,61,67,59,56,80,38,66,17,22,22,13,48,15,28,22,24,23,72,68,75,69,74
3207,72,2200000.0,30,3,3,83.0,67.0,69.0,74.0,74.0,63,68,64,74,61,71,60,56,67,72,86,80,87,76,83,71,80,72,76,65,77,77,71,73,59,74,73,79,70,13,9,12,15,13
3208,72,1900000.0,31,3,4,87.0,65.0,67.0,74.0,58.0,57,63,40,71,60,72,66,61,65,70,87,87,87,71,90,67,69,80,51,65,54,60,71,72,70,75,65,55,57,10,13,15,16,7
3209,72,1900000.0,31,3,3,70.0,70.0,71.0,73.0,34.0,63,68,55,71,59,73,75,77,67,69,71,70,81,70,84,75,60,65,38,77,53,32,64,81,65,65,35,29,28,11,7,7,13,14
3210,72,1900000.0,32,5,3,59.0,72.0,66.0,69.0,39.0,69,70,74,73,72,70,62,42,58,69,54,63,62,78,62,79,72,77,80,70,84,34,77,64,64,77,35,39,21,12,7,14,10,9
3211,72,1900000.0,31,3,3,64.0,69.0,74.0,73.0,55.0,75,70,59,74,64,73,76,63,72,71,66,63,74,72,82,68,56,65,63,69,57,56,73,75,62,70,52,56,53,14,15,8,16,11
3212,72,1900000.0,31,4,3,72.0,67.0,71.0,69.0,65.0,75,68,58,73,64,67,70,64,72,70,69,75,76,69,74,71,54,76,68,64,65,66,70,67,55,71,65,66,68,15,13,9,16,16
3213,72,750000.0,33,3,1,69.0,54.0,58.0,64.0,56.0,15,15,17,20,14,22,16,13,23,10,45,45,50,73,51,54,65,36,67,20,37,18,14,29,14,37,10,13,14,67,69,72,70,75
3214,72,2200000.0,30,4,3,70.0,70.0,71.0,70.0,66.0,71,70,62,73,68,70,69,67,68,73,68,71,66,73,63,70,72,88,70,74,62,69,68,72,65,69,67,68,58,6,9,9,8,6
3215,72,2000000.0,29,3,3,71.0,60.0,65.0,69.0,70.0,59,50,64,68,58,69,54,65,74,69,66,75,67,70,63,73,71,80,80,65,77,67,60,62,74,74,72,72,66,14,12,10,12,5
3216,72,1900000.0,30,3,2,37.0,51.0,47.0,43.0,74.0,42,48,83,58,39,32,34,26,48,56,34,40,32,72,34,75,34,56,87,31,71,70,47,42,73,69,73,74,71,12,6,12,9,7
3217,72,2000000.0,30,4,3,64.0,68.0,73.0,69.0,67.0,70,61,61,76,64,69,69,68,72,71,62,66,66,67,65,77,65,77,73,75,74,68,68,73,64,69,65,69,67,8,7,13,7,6
3218,72,1700000.0,31,3,3,76.0,67.0,70.0,73.0,67.0,74,56,56,70,54,72,69,72,68,74,77,76,72,70,83,83,63,70,73,79,63,69,68,67,66,63,70,67,66,10,8,12,13,12
3219,72,1500000.0,33,3,3,80.0,65.0,64.0,75.0,20.0,68,68,42,71,54,75,46,54,56,74,81,80,81,64,77,70,67,70,55,62,61,23,67,63,44,69,17,14,16,13,16,7,9,14
3220,72,1200000.0,31,2,1,69.0,54.0,58.0,64.0,56.0,12,12,16,19,9,14,18,11,11,19,55,48,59,71,29,48,72,30,71,12,13,26,11,52,14,48,18,18,12,75,65,64,72,76
3221,72,1100000.0,33,2,2,33.0,46.0,55.0,51.0,73.0,56,27,78,60,17,48,38,58,60,58,33,33,33,66,32,74,74,56,86,70,74,73,32,45,44,68,71,75,71,13,15,7,14,14
3222,72,1500000.0,33,4,4,90.0,72.0,66.0,73.0,46.0,63,74,60,66,66,71,70,63,65,70,91,89,84,69,84,70,83,90,72,68,80,42,73,68,74,75,41,50,43,13,13,6,11,9
3223,72,2000000.0,31,2,2,50.0,75.0,57.0,66.0,36.0,56,74,78,62,72,63,59,43,46,73,50,50,61,74,52,80,74,48,80,69,66,44,77,62,81,76,20,37,22,9,11,7,9,13
3224,72,1500000.0,32,3,2,39.0,48.0,57.0,63.0,73.0,40,44,75,72,50,59,55,32,55,69,37,40,59,67,64,49,76,64,76,59,76,72,43,54,38,70,72,74,70,10,14,7,11,11
3225,72,2000000.0,30,2,3,51.0,60.0,71.0,69.0,67.0,68,52,74,73,54,68,64,68,77,73,48,53,64,69,59,73,69,84,75,68,75,65,59,68,64,75,67,67,64,10,8,11,15,9
3226,72,2300000.0,28,4,4,64.0,68.0,77.0,77.0,57.0,76,62,50,79,72,79,80,74,77,78,66,63,74,65,78,74,71,60,57,72,69,60,66,76,75,74,60,55,58,7,10,9,15,13
3227,72,2100000.0,28,2,2,68.0,43.0,67.0,65.0,69.0,75,30,65,66,44,61,58,63,65,70,68,68,62,70,64,65,66,81,72,51,78,70,63,63,27,66,71,70,65,13,13,12,12,12
3228,72,2400000.0,28,3,3,66.0,72.0,55.0,71.0,32.0,50,72,74,64,74,72,64,60,46,73,64,68,69,68,59,79,75,52,83,62,56,20,75,48,77,70,35,26,24,12,6,10,8,14
3229,72,2000000.0,30,2,3,67.0,59.0,71.0,70.0,69.0,75,54,58,75,59,69,73,58,72,70,68,67,74,72,72,70,72,70,63,59,70,68,69,60,57,68,67,73,72,15,6,10,5,7
3230,72,1700000.0,31,3,2,69.0,42.0,61.0,66.0,72.0,66,30,68,64,37,64,55,46,68,66,65,73,65,73,69,65,68,73,72,43,91,73,49,51,51,66,73,72,72,16,15,8,9,8
3231,72,1900000.0,31,4,3,56.0,67.0,73.0,71.0,66.0,69,64,56,76,63,71,71,66,75,74,52,59,63,70,62,72,63,61,69,68,70,62,66,74,76,70,66,72,68,8,8,14,15,11
3232,72,2300000.0,30,4,3,63.0,74.0,57.0,66.0,38.0,57,77,65,64,68,64,77,39,41,69,66,61,60,70,74,78,76,73,84,65,70,35,77,58,70,62,32,40,33,12,10,15,16,12
3233,72,2300000.0,30,4,3,80.0,72.0,65.0,75.0,29.0,63,72,71,67,74,76,68,62,62,74,79,81,80,67,74,72,73,71,63,70,64,25,73,66,74,75,24,24,25,12,13,15,7,12
3234,72,2300000.0,29,4,3,74.0,75.0,61.0,73.0,33.0,55,75,60,63,73,70,81,59,59,77,74,74,75,75,71,78,61,67,65,75,32,20,70,62,69,66,45,22,27,13,12,13,7,15
3235,72,1600000.0,32,2,2,66.0,63.0,69.0,64.0,65.0,75,58,56,72,57,59,74,71,67,68,64,67,64,65,80,73,81,91,70,65,71,66,59,59,64,64,62,69,72,13,6,11,15,9
3236,72,250000.0,35,4,1,69.0,54.0,58.0,64.0,56.0,13,12,11,52,12,13,12,17,62,18,49,47,42,72,43,49,64,28,55,15,35,15,11,54,25,62,14,15,14,71,69,65,74,73
3237,72,1700000.0,31,4,3,81.0,63.0,69.0,68.0,65.0,68,59,58,68,57,65,69,70,65,66,80,81,79,70,77,71,74,86,71,68,69,69,66,72,58,70,61,67,65,13,16,6,16,16
3238,72,1700000.0,31,2,3,84.0,48.0,66.0,71.0,67.0,70,32,52,67,58,70,66,54,66,68,86,83,81,69,87,71,90,70,65,52,80,68,65,62,54,64,68,69,67,12,10,13,7,14
3239,72,2100000.0,29,3,3,86.0,57.0,64.0,73.0,67.0,64,57,54,68,47,72,65,38,62,73,85,86,79,68,79,60,67,81,58,59,62,70,66,63,41,64,67,68,66,13,10,6,11,16
3240,72,1900000.0,30,3,2,63.0,46.0,56.0,55.0,71.0,41,28,71,71,55,48,38,31,70,60,59,66,54,77,40,79,84,76,86,56,75,73,25,44,44,73,74,69,63,6,13,12,9,8
3241,72,2000000.0,29,3,2,69.0,57.0,56.0,54.0,74.0,48,55,72,67,43,45,52,25,65,55,69,69,67,68,67,66,78,75,76,58,72,76,52,47,63,70,78,70,72,13,12,11,14,6
3242,72,2400000.0,27,3,2,69.0,41.0,60.0,61.0,72.0,58,40,66,65,32,55,60,40,59,64,68,69,72,68,70,43,83,71,72,38,80,70,52,57,43,59,72,74,74,14,14,13,10,6
3243,72,1900000.0,31,4,4,78.0,68.0,71.0,74.0,60.0,65,68,58,73,64,72,72,68,67,75,78,78,84,71,71,67,72,79,68,68,64,64,75,77,72,73,59,61,55,12,15,10,13,13
3244,72,1700000.0,31,3,3,91.0,57.0,61.0,69.0,64.0,67,57,58,65,53,67,61,50,59,65,90,91,88,69,79,65,77,78,78,51,83,68,59,50,56,58,63,65,66,12,10,16,9,11
3245,72,1600000.0,31,3,2,61.0,35.0,53.0,58.0,73.0,36,30,77,66,29,53,41,41,62,62,60,61,57,73,53,46,57,70,85,35,70,71,39,44,40,66,71,74,72,16,6,10,13,13
3246,72,2000000.0,31,3,3,68.0,74.0,52.0,69.0,35.0,39,79,70,66,66,70,65,62,45,70,71,65,63,71,74,68,72,76,76,69,69,27,78,42,72,68,41,27,26,14,15,10,11,16
3247,72,650000.0,35,3,3,53.0,57.0,64.0,70.0,70.0,55,55,72,71,64,69,54,47,68,73,54,52,67,72,69,63,81,85,75,58,67,71,41,66,49,75,70,70,65,16,8,10,10,7
3248,72,1500000.0,33,4,3,67.0,72.0,68.0,73.0,36.0,67,75,70,72,63,73,57,58,62,74,65,69,71,73,69,73,81,81,76,67,70,28,73,71,67,69,24,37,48,9,15,11,13,7
3249,72,2300000.0,29,3,3,86.0,71.0,66.0,71.0,49.0,67,66,57,67,70,71,63,64,62,72,87,85,76,65,69,83,66,71,79,73,78,57,70,66,66,70,35,55,51,10,6,7,10,8
3250,72,1900000.0,31,2,4,67.0,65.0,73.0,73.0,40.0,75,67,26,73,32,72,71,67,72,73,70,65,74,72,85,70,76,68,66,65,67,50,70,74,60,67,35,40,44,12,16,7,13,13
3251,72,2200000.0,30,3,3,58.0,61.0,75.0,72.0,63.0,70,50,32,78,70,70,75,68,76,75,63,54,68,70,86,76,60,65,64,70,70,74,62,74,62,74,71,60,57,11,11,14,10,7
3252,72,2500000.0,27,3,4,60.0,73.0,72.0,70.0,41.0,65,71,73,74,75,71,81,76,70,73,53,65,59,75,52,79,34,69,81,73,58,33,72,73,64,68,36,40,38,10,6,9,16,6
3253,72,1600000.0,29,3,1,69.0,54.0,58.0,64.0,56.0,11,18,11,34,15,15,15,12,37,32,44,44,50,72,50,56,81,30,45,18,27,12,8,47,30,55,11,11,11,74,65,74,67,78
3254,72,2300000.0,30,3,3,77.0,69.0,67.0,71.0,42.0,67,69,73,68,65,71,66,65,63,71,76,78,80,69,67,71,83,73,78,65,57,48,74,67,66,67,30,41,38,16,14,11,12,11
3255,72,1900000.0,31,4,4,80.0,73.0,65.0,75.0,47.0,65,71,60,66,64,75,73,61,62,74,79,81,83,65,76,80,84,81,76,73,75,40,75,62,72,75,52,46,40,6,8,12,16,10
3256,72,2200000.0,28,2,2,52.0,38.0,56.0,56.0,72.0,49,29,74,65,23,51,27,31,64,61,49,55,53,72,56,61,66,52,81,34,74,70,52,55,42,63,69,75,72,6,14,8,9,9
3257,72,1700000.0,31,2,3,76.0,31.0,64.0,67.0,67.0,67,21,60,70,30,64,48,22,61,68,75,76,75,68,67,43,87,90,75,29,71,65,61,65,52,67,67,69,71,13,14,15,7,14
3258,72,2300000.0,27,3,3,83.0,62.0,66.0,70.0,63.0,73,64,57,66,61,68,68,58,60,72,82,84,77,63,80,59,73,90,63,61,64,61,72,67,54,65,64,65,66,12,12,9,10,9
3259,72,1600000.0,31,3,2,64.0,47.0,65.0,66.0,70.0,54,41,61,74,40,64,53,50,69,68,54,73,65,73,65,58,84,75,71,49,68,75,49,63,50,73,70,70,68,6,13,13,10,9
3260,72,975000.0,28,3,1,69.0,54.0,58.0,64.0,56.0,15,13,18,20,12,16,14,12,25,16,48,45,50,70,36,51,37,33,64,13,39,19,14,45,14,61,19,14,15,70,70,68,71,72
3261,72,2100000.0,29,3,3,69.0,51.0,65.0,69.0,70.0,69,45,66,69,54,68,61,40,65,71,68,70,69,65,71,65,80,75,63,49,66,69,67,61,45,65,71,71,69,11,15,16,9,16
